"No.","Time","Source","Destination","Protocol","Length","Leftover Capture Data","Info"
"319","32.732208","host","3.6.0","USBHID","154","001f000000380f030000000010ff1022ff1022ff1022ff1022ff1022ff1022ff1022ff1022ff1022ff1022ff1022ff1022ff1022ff1022ff1022ff1022ff1022000000000000000000000000000000000000000000000000e900","SET_REPORT Request"
"320","32.732526","3.6.0","host","USBHID","64","","SET_REPORT Response"
"321","32.773251","host","3.6.0","USBHID","154","0000000000380f030000000010ff1021ff1021ff1021ff1021ff1021ff1021ff1021ff1021ff1021ff1021ff1021ff1021ff1021ff1021ff1021ff1021ff1021000000000000000000000000000000000000000000000000ea00","SET_REPORT Request"
"322","32.773622","3.6.0","host","USBHID","64","","SET_REPORT Response"
"323","32.814780","host","3.6.0","USBHID","154","0001000000380f030000000010ff101eff101eff101eff101eff101eff101eff101eff101eff101eff101eff101eff101eff101eff101eff101eff101eff101e000000000000000000000000000000000000000000000000d500","SET_REPORT Request"
"324","32.815096","3.6.0","host","USBHID","64","","SET_REPORT Response"
"325","32.855972","host","3.6.0","USBHID","154","0002000000380f030000000010ff101cff101cff101cff101cff101cff101cff101cff101cff101cff101cff101cff101cff101cff101cff101cff101cff101c000000000000000000000000000000000000000000000000d700","SET_REPORT Request"
"326","32.856350","3.6.0","host","USBHID","64","","SET_REPORT Response"
"327","32.895515","host","3.6.0","USBHID","154","0003000000380f030000000010ff101bff101bff101bff101bff101bff101bff101bff101bff101bff101bff101bff101bff101bff101bff101bff101bff101b000000000000000000000000000000000000000000000000d000","SET_REPORT Request"
"328","32.895875","3.6.0","host","USBHID","64","","SET_REPORT Response"
"329","32.935196","host","3.6.0","USBHID","154","0004000000380f030000000010ff1019ff1019ff1019ff1019ff1019ff1019ff1019ff1019ff1019ff1019ff1019ff1019ff1019ff1019ff1019ff1019ff1019000000000000000000000000000000000000000000000000d200","SET_REPORT Request"
"330","32.935569","3.6.0","host","USBHID","64","","SET_REPORT Response"
"331","32.975075","host","3.6.0","USBHID","154","0005000000380f030000000010ff1018ff1018ff1018ff1018ff1018ff1018ff1018ff1018ff1018ff1018ff1018ff1018ff1018ff1018ff1018ff1018ff1018000000000000000000000000000000000000000000000000d300","SET_REPORT Request"
"332","32.975450","3.6.0","host","USBHID","64","","SET_REPORT Response"
"333","33.014752","host","3.6.0","USBHID","154","0006000000380f030000000010ff1017ff1017ff1017ff1017ff1017ff1017ff1017ff1017ff1017ff1017ff1017ff1017ff1017ff1017ff1017ff1017ff1017000000000000000000000000000000000000000000000000dc00","SET_REPORT Request"
"334","33.015132","3.6.0","host","USBHID","64","","SET_REPORT Response"
"335","33.054497","host","3.6.0","USBHID","154","0007000000380f030000000010ff1015ff1015ff1015ff1015ff1015ff1015ff1015ff1015ff1015ff1015ff1015ff1015ff1015ff1015ff1015ff1015ff1015000000000000000000000000000000000000000000000000de00","SET_REPORT Request"
"336","33.054877","3.6.0","host","USBHID","64","","SET_REPORT Response"
"337","33.094668","host","3.6.0","USBHID","154","0008000000380f030000000010ff1014ff1014ff1014ff1014ff1014ff1014ff1014ff1014ff1014ff1014ff1014ff1014ff1014ff1014ff1014ff1014ff1014000000000000000000000000000000000000000000000000df00","SET_REPORT Request"
"338","33.095043","3.6.0","host","USBHID","64","","SET_REPORT Response"
"339","33.139667","host","3.6.0","USBHID","154","0009000000380f030000000010ff1012ff1012ff1012ff1012ff1012ff1012ff1012ff1012ff1012ff1012ff1012ff1012ff1012ff1012ff1012ff1012ff1012000000000000000000000000000000000000000000000000d900","SET_REPORT Request"
"340","33.140011","3.6.0","host","USBHID","64","","SET_REPORT Response"
"341","33.176044","host","3.6.0","USBHID","154","000a000000380f030000000010ff1011ff1011ff1011ff1011ff1011ff1011ff1011ff1011ff1011ff1011ff1011ff1011ff1011ff1011ff1011ff1011ff1011000000000000000000000000000000000000000000000000da00","SET_REPORT Request"
"342","33.176360","3.6.0","host","USBHID","64","","SET_REPORT Response"
"343","33.217234","host","3.6.0","USBHID","154","000b000000380f030000000010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010000000000000000000000000000000000000000000000000db00","SET_REPORT Request"
"344","33.217535","3.6.0","host","USBHID","64","","SET_REPORT Response"
"345","33.257058","host","3.6.0","USBHID","154","000c000000380f030000000010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010ff1010000000000000000000000000000000000000000000000000db00","SET_REPORT Request"
"346","33.257362","3.6.0","host","USBHID","64","","SET_REPORT Response"
